recall_segment,story_segment,mi
"So, he decided to lie to her and tell her that he was pie guy, because he thought – basically, the same difference, because she wouldn't have even known who the pie guy was unless he told her who pie guy was.",The infamous “no more beer at barbecues” rule.,0
"So, he decided to lie to her and tell her that he was pie guy, because he thought – basically, the same difference, because she wouldn't have even known who the pie guy was unless he told her who pie guy was.","That’s right, boo that rule.",0
"So, he decided to lie to her and tell her that he was pie guy, because he thought – basically, the same difference, because she wouldn't have even known who the pie guy was unless he told her who pie guy was.",Sheila thought drinking in public was in poor taste.,0
"So, he decided to lie to her and tell her that he was pie guy, because he thought – basically, the same difference, because she wouldn't have even known who the pie guy was unless he told her who pie guy was.",I think you know what happened next.,0
"So, he decided to lie to her and tell her that he was pie guy, because he thought – basically, the same difference, because she wouldn't have even known who the pie guy was unless he told her who pie guy was.","Pie Man emerged from behind the late-night library drop-box, made his delivery, and fled away, crying, “Ego sum non an bestia.” Or at least that’s what it said in my story in the newspaper the next day, which ran with a photo of him leaving the scene, cape flowing behind him, doing this.",0
"So, he decided to lie to her and tell her that he was pie guy, because he thought – basically, the same difference, because she wouldn't have even known who the pie guy was unless he told her who pie guy was.",And that’s what made him a sensation on campus.,0
"So, he decided to lie to her and tell her that he was pie guy, because he thought – basically, the same difference, because she wouldn't have even known who the pie guy was unless he told her who pie guy was.",People started dressing like him and quoting him in class.,0
"So, he decided to lie to her and tell her that he was pie guy, because he thought – basically, the same difference, because she wouldn't have even known who the pie guy was unless he told her who pie guy was.","The Ram ran five major stories about Pie Man, all of them by me.",0
"So, he decided to lie to her and tell her that he was pie guy, because he thought – basically, the same difference, because she wouldn't have even known who the pie guy was unless he told her who pie guy was.","And toward the end of this run, I was out at a bar one night, and I saw, I came and I saw in the corner Angela from my Brit Lit class, drinking with some friends.",0
"So, he decided to lie to her and tell her that he was pie guy, because he thought – basically, the same difference, because she wouldn't have even known who the pie guy was unless he told her who pie guy was.",And now Angela and I had been flirting for two months.,0
"So, he decided to lie to her and tell her that he was pie guy, because he thought – basically, the same difference, because she wouldn't have even known who the pie guy was unless he told her who pie guy was.","Or I had been flirting with her, and with such nuance that there was a question about whether she knew I existed.",0
"So, he decided to lie to her and tell her that he was pie guy, because he thought – basically, the same difference, because she wouldn't have even known who the pie guy was unless he told her who pie guy was.","So I, I saw her there and made a mental note to do nothing about it.",0
"So, he decided to lie to her and tell her that he was pie guy, because he thought – basically, the same difference, because she wouldn't have even known who the pie guy was unless he told her who pie guy was.",And then I went to the bar to buy a round and I felt a tap on my shoulder.,0
"So, he decided to lie to her and tell her that he was pie guy, because he thought – basically, the same difference, because she wouldn't have even known who the pie guy was unless he told her who pie guy was.",And it was her.,0
"So, he decided to lie to her and tell her that he was pie guy, because he thought – basically, the same difference, because she wouldn't have even known who the pie guy was unless he told her who pie guy was.","And she said, “Jim, we were just talking about how you always seem to know when and where Pie Man will strike.",0
"So, he decided to lie to her and tell her that he was pie guy, because he thought – basically, the same difference, because she wouldn't have even known who the pie guy was unless he told her who pie guy was.","And we were wondering, are you Pie Man?” And I knew by the way she said it, I knew that if I said yes, she would have sex with me.",0
