cause_segment,effect_segment,causality_score
Sheila was well-bred.,"But I had just seen the line crossed between a high-powered dean and assault with a pastry, and I kind of liked it.",0
Sheila had school spirit.,"But I had just seen the line crossed between a high-powered dean and assault with a pastry, and I kind of liked it.",0
Sheila was the kind of student that Dean McGown wanted more of.,"But I had just seen the line crossed between a high-powered dean and assault with a pastry, and I kind of liked it.",0
Although rumor had it that he got plenty of her in his office on his desk.,"But I had just seen the line crossed between a high-powered dean and assault with a pastry, and I kind of liked it.",0
"But that's just a rumor, please do not spread it outside this rumor.","But I had just seen the line crossed between a high-powered dean and assault with a pastry, and I kind of liked it.",0
I myself would never say that.,"But I had just seen the line crossed between a high-powered dean and assault with a pastry, and I kind of liked it.",0
"But the fact was, Sheila had collaborated with the Dean to ban outdoor drinking on campus.","But I had just seen the line crossed between a high-powered dean and assault with a pastry, and I kind of liked it.",0
"The infamous ""no more beer at barbecues"" rule.","But I had just seen the line crossed between a high-powered dean and assault with a pastry, and I kind of liked it.",0
"That's right, boo that rule.","But I had just seen the line crossed between a high-powered dean and assault with a pastry, and I kind of liked it.",0
Sheila thought drinking in public was in poor taste.,"But I had just seen the line crossed between a high-powered dean and assault with a pastry, and I kind of liked it.",0
I think you know what happened next.,"But I had just seen the line crossed between a high-powered dean and assault with a pastry, and I kind of liked it.",0
"Pie Man emerged from behind the late-night library drop-box, made his delivery, and fled away, crying, ""Ego sum non an bestia.""","But I had just seen the line crossed between a high-powered dean and assault with a pastry, and I kind of liked it.",0
"Or at least that's what it said in my story in the newspaper the next day, which ran with a photo of him leaving the scene, cape flowing behind him, doing this.","But I had just seen the line crossed between a high-powered dean and assault with a pastry, and I kind of liked it.",0
And that's what made him a sensation on campus.,"But I had just seen the line crossed between a high-powered dean and assault with a pastry, and I kind of liked it.",0
People started dressing like him and quoting him in class.,"But I had just seen the line crossed between a high-powered dean and assault with a pastry, and I kind of liked it.",0
"The Ram ran five major stories about Pie Man, all of them by me.","But I had just seen the line crossed between a high-powered dean and assault with a pastry, and I kind of liked it.",0
"And toward the end of this run, I was out at a bar one night, and I saw, I came and I saw in the corner Angela from my Brit Lit class, drinking with some friends.","But I had just seen the line crossed between a high-powered dean and assault with a pastry, and I kind of liked it.",0
And now Angela and I had been flirting for two months.,"But I had just seen the line crossed between a high-powered dean and assault with a pastry, and I kind of liked it.",0
"Or I had been flirting with her, and with such nuance that there was a question about whether she knew I existed.","But I had just seen the line crossed between a high-powered dean and assault with a pastry, and I kind of liked it.",0
"So I, I saw her there and made a mental note to do nothing about it.","But I had just seen the line crossed between a high-powered dean and assault with a pastry, and I kind of liked it.",0
And then I went to the bar to buy a round and I felt a tap on my shoulder.,"But I had just seen the line crossed between a high-powered dean and assault with a pastry, and I kind of liked it.",0
And it was her.,"But I had just seen the line crossed between a high-powered dean and assault with a pastry, and I kind of liked it.",0
"And she said, ""Jim, we were just talking about how you always seem to know when and where Pie Man will strike. And we were wondering, are you Pie Man?""","But I had just seen the line crossed between a high-powered dean and assault with a pastry, and I kind of liked it.",0
"And I knew by the way she said it, I knew that if I said yes, she would have sex with me.","But I had just seen the line crossed between a high-powered dean and assault with a pastry, and I kind of liked it.",0
And wasn't I really Pie Man?,"But I had just seen the line crossed between a high-powered dean and assault with a pastry, and I kind of liked it.",0
For having brought him into being.,"But I had just seen the line crossed between a high-powered dean and assault with a pastry, and I kind of liked it.",0
