recall_segment,story_segment,quality_score,summary
"So, he says he's Pie Man and he says he's Pie Man because he thinks that if he says that he's Pie Man, then this girl that he had a crush on would also want to be something, like have sex with him as well, and then the story ends.","So I race back to the newsroom with my scoop and I find the editor, Jim Dwyer, who's a senior, and he will go on to win a Pulitzer Prize, that is true, and he's a big guy.",0,
"So, he says he's Pie Man and he says he's Pie Man because he thinks that if he says that he's Pie Man, then this girl that he had a crush on would also want to be something, like have sex with him as well, and then the story ends.","I pitch him my story, I tell him what I've seen, and he says, ""Dean McGowan, that guy's a dick. Write it up.""",0,
"So, he says he's Pie Man and he says he's Pie Man because he thinks that if he says that he's Pie Man, then this girl that he had a crush on would also want to be something, like have sex with him as well, and then the story ends.","So I'm banging out my story and I know it's good, and then I start to make it better, by adding an element of embellishment.",0,
"So, he says he's Pie Man and he says he's Pie Man because he thinks that if he says that he's Pie Man, then this girl that he had a crush on would also want to be something, like have sex with him as well, and then the story ends.","Reporters call this ""making shit up.""",0,
"So, he says he's Pie Man and he says he's Pie Man because he thinks that if he says that he's Pie Man, then this girl that he had a crush on would also want to be something, like have sex with him as well, and then the story ends.",And they recommend against crossing that line.,0,
"So, he says he's Pie Man and he says he's Pie Man because he thinks that if he says that he's Pie Man, then this girl that he had a crush on would also want to be something, like have sex with him as well, and then the story ends.","But I had just seen the line crossed between a high-powered dean and assault with a pastry, and I kind of liked it.",0,
"So, he says he's Pie Man and he says he's Pie Man because he thinks that if he says that he's Pie Man, then this girl that he had a crush on would also want to be something, like have sex with him as well, and then the story ends.",So the first I did was I gave the figure a name.,0,
"So, he says he's Pie Man and he says he's Pie Man because he thinks that if he says that he's Pie Man, then this girl that he had a crush on would also want to be something, like have sex with him as well, and then the story ends.","I called him ""Pie Man,"" capital ""P,"" capital ""M."" And I described him as a cape-wearing, masked avenger.",0,
"So, he says he's Pie Man and he says he's Pie Man because he thinks that if he says that he's Pie Man, then this girl that he had a crush on would also want to be something, like have sex with him as well, and then the story ends.",Though in fact he'd been capeless.,0,
"So, he says he's Pie Man and he says he's Pie Man because he thinks that if he says that he's Pie Man, then this girl that he had a crush on would also want to be something, like have sex with him as well, and then the story ends.","And said that as he fled the scene, he clicked his heels in rakish glee.",0,
"So, he says he's Pie Man and he says he's Pie Man because he thinks that if he says that he's Pie Man, then this girl that he had a crush on would also want to be something, like have sex with him as well, and then the story ends.",And I gave him a catchphrase in Latin.,0,
"So, he says he's Pie Man and he says he's Pie Man because he thinks that if he says that he's Pie Man, then this girl that he had a crush on would also want to be something, like have sex with him as well, and then the story ends.","I said that he cried out, ""Ego sum non an bestia,"" which means ""I am not an animal.""",0,
"So, he says he's Pie Man and he says he's Pie Man because he thinks that if he says that he's Pie Man, then this girl that he had a crush on would also want to be something, like have sex with him as well, and then the story ends.",Which makes no sense.,0,
"So, he says he's Pie Man and he says he's Pie Man because he thinks that if he says that he's Pie Man, then this girl that he had a crush on would also want to be something, like have sex with him as well, and then the story ends.",I needed something.,0,
"So, he says he's Pie Man and he says he's Pie Man because he thinks that if he says that he's Pie Man, then this girl that he had a crush on would also want to be something, like have sex with him as well, and then the story ends.","I'm Catholic, Latin just comes to me.",0,
"So, he says he's Pie Man and he says he's Pie Man because he thinks that if he says that he's Pie Man, then this girl that he had a crush on would also want to be something, like have sex with him as well, and then the story ends.","So I finish my story and I hand it to Dwyer, and he reads and he says, ""Pie Man? I love it. Page one.""",0,
"So, he says he's Pie Man and he says he's Pie Man because he thinks that if he says that he's Pie Man, then this girl that he had a crush on would also want to be something, like have sex with him as well, and then the story ends.",And that's how the first line got crossed.,0,
"So, he says he's Pie Man and he says he's Pie Man because he thinks that if he says that he's Pie Man, then this girl that he had a crush on would also want to be something, like have sex with him as well, and then the story ends.","A few days later, I get a letter.",0,
"So, he says he's Pie Man and he says he's Pie Man because he thinks that if he says that he's Pie Man, then this girl that he had a crush on would also want to be something, like have sex with him as well, and then the story ends.","It says, ""Dear Jim, good story. Nice details. If you want to see me again in action, be on the steps of Duane Library Tuesday at 3 o'clock,"" signed Pie Man.",0,
"So, he says he's Pie Man and he says he's Pie Man because he thinks that if he says that he's Pie Man, then this girl that he had a crush on would also want to be something, like have sex with him as well, and then the story ends.",So I was there with a photographer from the Ram.,0,
"So, he says he's Pie Man and he says he's Pie Man because he thinks that if he says that he's Pie Man, then this girl that he had a crush on would also want to be something, like have sex with him as well, and then the story ends.","And sure enough, out comes Sheila Beale, student-body president.",0,
"So, he says he's Pie Man and he says he's Pie Man because he thinks that if he says that he's Pie Man, then this girl that he had a crush on would also want to be something, like have sex with him as well, and then the story ends.",And now Sheila was different from me and all the other Fordham students who wore flannel shirts and worked part-time jobs.,0,
"So, he says he's Pie Man and he says he's Pie Man because he thinks that if he says that he's Pie Man, then this girl that he had a crush on would also want to be something, like have sex with him as well, and then the story ends.",Sheila was well-bred.,0,
"So, he says he's Pie Man and he says he's Pie Man because he thinks that if he says that he's Pie Man, then this girl that he had a crush on would also want to be something, like have sex with him as well, and then the story ends.",Sheila had school spirit.,0,
"So, he says he's Pie Man and he says he's Pie Man because he thinks that if he says that he's Pie Man, then this girl that he had a crush on would also want to be something, like have sex with him as well, and then the story ends.",Sheila was the kind of student that Dean McGown wanted more of.,0,
