recall_segment,story_segment,quality_score,summary
"Then, the pie guy is kind of - sees the article and requests to meet with the writer.","And right then, there's a blur in the corner of my eye which becomes this figure holding a cream pie which becomes the guy standing next to me mashing a cream pie into Dean McGowan's face.",,
"Then, the pie guy is kind of - sees the article and requests to meet with the writer.",And then runs away.,,
"Then, the pie guy is kind of - sees the article and requests to meet with the writer.",And the Dean is covered with cream.,,
"Then, the pie guy is kind of - sees the article and requests to meet with the writer.","So I give him a moment, and then I say, ""Dean McGowan, would you care to comment on this latest attack?""",,
"Then, the pie guy is kind of - sees the article and requests to meet with the writer.","And the Dean says, ""Yes, I would care to comment. Fuck you.""",,
"Then, the pie guy is kind of - sees the article and requests to meet with the writer.","So I race back to the newsroom with my scoop and I find the editor, Jim Dwyer, who's a senior, and he will go on to win a Pulitzer Prize, that is true, and he's a big guy.",,
"Then, the pie guy is kind of - sees the article and requests to meet with the writer.","I pitch him my story, I tell him what I've seen, and he says, ""Dean McGowan, that guy's a dick. Write it up.""",,
"Then, the pie guy is kind of - sees the article and requests to meet with the writer.","So I'm banging out my story and I know it's good, and then I start to make it better, by adding an element of embellishment.",,
"Then, the pie guy is kind of - sees the article and requests to meet with the writer.","Reporters call this ""making shit up.""",,
"Then, the pie guy is kind of - sees the article and requests to meet with the writer.",And they recommend against crossing that line.,,
"Then, the pie guy is kind of - sees the article and requests to meet with the writer.","But I had just seen the line crossed between a high-powered dean and assault with a pastry, and I kind of liked it.",,
"Then, the pie guy is kind of - sees the article and requests to meet with the writer.",So the first I did was I gave the figure a name.,,
"Then, the pie guy is kind of - sees the article and requests to meet with the writer.","I called him ""Pie Man,"" capital ""P,"" capital ""M."" And I described him as a cape-wearing, masked avenger.",,
"Then, the pie guy is kind of - sees the article and requests to meet with the writer.",Though in fact he'd been capeless.,,
"Then, the pie guy is kind of - sees the article and requests to meet with the writer.","And said that as he fled the scene, he clicked his heels in rakish glee.",,
"Then, the pie guy is kind of - sees the article and requests to meet with the writer.",And I gave him a catchphrase in Latin.,,
"Then, the pie guy is kind of - sees the article and requests to meet with the writer.","I said that he cried out, ""Ego sum non an bestia,"" which means ""I am not an animal.""",,
"Then, the pie guy is kind of - sees the article and requests to meet with the writer.",Which makes no sense.,,
"Then, the pie guy is kind of - sees the article and requests to meet with the writer.",I needed something.,,
"Then, the pie guy is kind of - sees the article and requests to meet with the writer.","I'm Catholic, Latin just comes to me.",,
"Then, the pie guy is kind of - sees the article and requests to meet with the writer.","So I finish my story and I hand it to Dwyer, and he reads and he says, ""Pie Man? I love it. Page one.""",,
"Then, the pie guy is kind of - sees the article and requests to meet with the writer.",And that's how the first line got crossed.,,
"Then, the pie guy is kind of - sees the article and requests to meet with the writer.","A few days later, I get a letter.",,
"Then, the pie guy is kind of - sees the article and requests to meet with the writer.","It says, ""Dear Jim, good story. Nice details. If you want to see me again in action, be on the steps of Duane Library Tuesday at 3 o'clock,"" signed Pie Man.",,
"Then, the pie guy is kind of - sees the article and requests to meet with the writer.",So I was there with a photographer from the Ram.,,
"Then, the pie guy is kind of - sees the article and requests to meet with the writer.","And sure enough, out comes Sheila Beale, student-body president.",,
"Then, the pie guy is kind of - sees the article and requests to meet with the writer.",And now Sheila was different from me and all the other Fordham students who wore flannel shirts and worked part-time jobs.,,
"Then, the pie guy is kind of - sees the article and requests to meet with the writer.",Sheila was well-bred.,,
"Then, the pie guy is kind of - sees the article and requests to meet with the writer.",Sheila had school spirit.,,
"Then, the pie guy is kind of - sees the article and requests to meet with the writer.",Sheila was the kind of student that Dean McGown wanted more of.,,
"Then, the pie guy is kind of - sees the article and requests to meet with the writer.",Although rumor had it that he got plenty of her in his office on his desk.,,
"Then, the pie guy is kind of - sees the article and requests to meet with the writer.","But that's just a rumor, please do not spread it outside this rumor.",,
"Then, the pie guy is kind of - sees the article and requests to meet with the writer.",I myself would never say that.,,
"Then, the pie guy is kind of - sees the article and requests to meet with the writer.","But the fact was, Sheila had collaborated with the Dean to ban outdoor drinking on campus.",,
"Then, the pie guy is kind of - sees the article and requests to meet with the writer.","The infamous ""no more beer at barbecues"" rule.",,
